Name,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,ManagerID,TerminationDate
Dalton Hill,48,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1024,3,Male,2,Healthcare Representative,3,Single,10999,7,No,3,2,0,3,3,15,4,1215,
Kelly Durham,41,No,Travel_Rarely,Research & Development,7,2,Medical,1025,4,Female,3,Manufacturing Director,3,Single,5003,6,No,3,2,0,6,3,2,2,84,
Angela Bush,39,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1026,4,Female,2,Manufacturing Director,4,Married,12742,1,No,3,3,1,3,3,21,11,809,
Susan Blevins,27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1027,1,Female,3,Manufacturing Director,4,Married,4227,0,No,3,2,1,2,3,3,2,1306,
Robert Graham,35,No,Travel_Rarely,Research & Development,10,3,Other,1028,2,Male,3,Laboratory Technician,4,Divorced,3917,1,No,4,1,1,4,2,3,1,1288,
Terrence Carter,42,No,Travel_Rarely,Sales,5,2,Marketing,1029,4,Male,3,Manager,3,Married,18303,6,No,3,2,0,3,4,1,0,38,
Arthur Reid,50,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1030,1,Male,3,Laboratory Technician,4,Married,2380,4,No,3,2,0,5,3,1,0,253,
Jennifer Martinez,59,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1032,3,Female,2,Manufacturing Director,4,Single,13726,3,Yes,3,1,0,4,3,5,4,1336,
Sabrina Morris,37,Yes,Travel_Rarely,Research & Development,11,2,Medical,1033,1,Female,1,Healthcare Representative,2,Married,4777,5,No,3,1,0,2,1,1,0,905,2021-07-17
Andrew Barnes,55,No,Travel_Frequently,Research & Development,18,4,Medical,1034,3,Male,3,Healthcare Representative,2,Married,6385,3,Yes,3,4,2,3,3,8,6,319,
Sandra Patterson,41,No,Non-Travel,Research & Development,7,1,Life Sciences,1035,2,Female,1,Research Director,3,Divorced,19973,1,No,4,2,2,3,3,21,5,1074,
David Santos,38,No,Travel_Rarely,Sales,3,4,Life Sciences,1036,2,Male,3,Sales Executive,4,Single,6861,8,Yes,3,3,0,1,3,1,0,568,
Micheal Colon,26,Yes,Non-Travel,Sales,29,2,Medical,1037,2,Male,1,Sales Executive,1,Single,4969,8,No,3,4,0,6,3,2,2,298,2023-07-03
Susan Rodriguez,52,Yes,Travel_Rarely,Sales,2,1,Marketing,1038,1,Female,1,Manager,4,Married,19845,1,No,3,4,1,3,3,32,6,851,2023-01-11
Jaime Shaw,44,No,Travel_Rarely,Sales,28,3,Medical,1039,4,Female,4,Sales Executive,4,Married,13320,3,Yes,3,3,1,2,3,12,11,1204,
Courtney Hughes,50,No,Non-Travel,Sales,1,3,Life Sciences,1040,4,Female,3,Sales Executive,3,Married,6347,0,No,3,1,1,3,3,18,0,1038,
Jessica Jones,36,Yes,Travel_Rarely,Research & Development,16,4,Life Sciences,1042,3,Female,4,Laboratory Technician,1,Single,2743,1,No,3,3,0,1,3,17,15,428,2023-03-05
Lauren Moss,39,No,Travel_Frequently,Research & Development,22,3,Medical,1043,4,Female,3,Manufacturing Director,1,Single,10880,1,Yes,3,3,0,2,3,21,2,1074,
Brittany Williams,33,No,Non-Travel,Sales,8,1,Life Sciences,1044,2,Female,2,Sales Representative,4,Single,2342,0,No,3,4,0,2,2,2,2,1038,
Connie Lewis,45,No,Travel_Rarely,Sales,11,2,Life Sciences,1045,4,Female,3,Manager,4,Married,17650,3,No,3,2,1,4,4,9,1,1045,
Lauren Garrison,32,No,Non-Travel,Research & Development,29,4,Medical,1046,4,Female,3,Laboratory Technician,3,Single,4025,9,No,3,2,0,2,3,8,7,1786,
Michael Smith,34,No,Travel_Rarely,Sales,1,4,Marketing,1047,2,Male,4,Sales Executive,4,Divorced,9725,0,No,3,4,1,2,2,15,0,1204,
Nicholas Dominguez,59,Yes,Travel_Rarely,Sales,1,2,Technical Degree,1048,2,Male,3,Manager,4,Married,11904,3,Yes,3,3,1,1,1,6,0,981,2023-08-23
James Wolfe,45,No,Travel_Rarely,Human Resources,24,4,Medical,1049,2,Male,3,Human Resources,2,Single,2177,1,No,3,1,0,3,3,6,0,1352,
Amy Newton,53,No,Travel_Frequently,Sales,2,3,Marketing,1050,3,Female,2,Sales Executive,2,Married,7525,2,No,3,1,1,2,3,15,6,851,
David Palmer,36,Yes,Travel_Rarely,Research & Development,15,3,Other,1052,1,Male,3,Laboratory Technician,3,Divorced,4834,7,No,3,2,1,3,2,1,0,2031,2025-08-20
Jon Walker,26,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1053,1,Male,3,Research Scientist,1,Married,2042,6,Yes,3,2,1,2,3,3,1,253,2023-02-01
Kimberly King,34,No,Travel_Rarely,Sales,10,4,Life Sciences,1055,3,Female,3,Sales Representative,3,Married,2220,1,Yes,3,4,1,2,3,1,0,1578,
Richard Thomas,28,No,Travel_Rarely,Sales,10,1,Medical,1056,4,Male,3,Sales Representative,2,Married,1052,1,No,4,2,0,5,3,1,0,38,
Nicholas Lynch,38,No,Travel_Frequently,Research & Development,3,4,Other,1060,3,Male,3,Research Scientist,3,Married,2821,3,No,3,1,1,2,3,2,2,1677,
Maurice Glenn,50,No,Travel_Rarely,Research & Development,2,4,Medical,1061,2,Male,3,Research Director,3,Married,19237,2,Yes,3,4,1,2,2,8,7,1215,
Patricia Frost,37,No,Travel_Rarely,Research & Development,3,3,Other,1062,4,Female,3,Healthcare Representative,2,Single,4107,3,No,3,1,0,3,2,4,0,199,
Michael Myers,40,No,Travel_Rarely,Sales,26,3,Marketing,1066,3,Male,3,Sales Executive,1,Married,8396,1,No,3,2,1,3,2,7,7,1048,
Heather Rice,26,No,Travel_Frequently,Research & Development,1,1,Medical,1068,1,Female,2,Research Scientist,3,Divorced,2007,1,No,3,3,2,5,3,5,1,429,
Gavin Wheeler,46,No,Travel_Rarely,Research & Development,1,4,Medical,1069,4,Male,3,Research Director,4,Divorced,19627,9,No,3,4,2,0,3,2,2,1336,
Tara Coleman,54,No,Travel_Rarely,Sales,2,4,Life Sciences,1070,3,Female,2,Sales Executive,3,Married,10686,6,No,3,2,1,4,3,9,7,323,
Pamela Jacobs,56,No,Travel_Frequently,Research & Development,9,3,Medical,1071,1,Female,3,Research Scientist,3,Married,2942,2,No,3,2,1,4,3,5,0,1866,
Sherry Brown,36,No,Travel_Rarely,Research & Development,12,5,Medical,1073,4,Female,2,Manufacturing Director,4,Single,8858,0,No,3,2,0,2,2,14,7,1336,
Brian Hall,55,No,Non-Travel,Research & Development,2,1,Medical,1074,3,Male,2,Manager,1,Single,16756,7,No,3,2,0,3,4,9,6,153,
Michael Avila,43,No,Travel_Rarely,Sales,25,3,Medical,1076,3,Male,2,Sales Executive,4,Divorced,10798,5,No,3,3,1,5,3,1,0,38,
Mary Bryant,20,Yes,Travel_Frequently,Sales,9,3,Marketing,1077,4,Female,3,Sales Representative,4,Single,2323,1,Yes,3,2,0,3,3,2,0,776,2023-03-18
Ashley Carpenter,21,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1079,3,Female,2,Laboratory Technician,1,Single,1416,1,No,3,1,0,6,2,1,1,381,2024-02-25
Jasmin Fields,46,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1080,4,Female,2,Research Scientist,1,Divorced,4615,8,Yes,4,1,3,2,3,16,1,2031,
Alec Woodard,51,Yes,Travel_Rarely,Research & Development,4,4,Life Sciences,1081,1,Male,3,Research Scientist,3,Married,2461,9,Yes,3,3,3,2,4,10,2,84,2023-05-04
Joel Gordon,28,Yes,Non-Travel,Research & Development,24,2,Technical Degree,1082,2,Male,2,Healthcare Representative,1,Single,8722,1,No,3,1,0,2,2,10,1,1321,2023-07-21
John Kerr,26,No,Travel_Rarely,Research & Development,1,2,Medical,1083,1,Male,2,Laboratory Technician,1,Married,3955,1,No,3,1,2,2,3,5,1,336,
Jose Sherman,30,No,Travel_Rarely,Research & Development,20,3,Other,1084,3,Male,3,Manufacturing Director,1,Married,9957,0,No,3,3,1,1,2,6,0,444,
Kimberly Payne,41,No,Travel_Rarely,Research & Development,7,2,Technical Degree,1085,2,Female,4,Research Scientist,3,Married,3376,1,No,3,3,0,3,3,10,0,319,
Jennifer Briggs,38,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1088,3,Female,2,Healthcare Representative,3,Married,8823,0,No,3,1,1,4,2,19,1,1109,
Nathaniel Stewart,40,No,Travel_Rarely,Research & Development,20,4,Technical Degree,1092,1,Male,3,Healthcare Representative,4,Married,10322,4,No,4,4,1,6,3,11,11,1516,
Cole Lane,27,No,Non-Travel,Research & Development,8,5,Life Sciences,1094,1,Male,1,Laboratory Technician,3,Married,4621,1,No,3,4,3,4,3,3,1,264,
Johnny Fowler,55,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1096,4,Male,3,Manufacturing Director,2,Married,10976,3,No,3,2,1,4,3,3,1,1288,
Jessica Mcgee,28,No,Travel_Rarely,Research & Development,10,3,Other,1097,3,Female,3,Research Scientist,3,Single,3660,3,No,3,4,0,4,4,8,1,428,
Christopher Dunn,44,Yes,Travel_Rarely,Human Resources,1,2,Medical,1098,2,Male,2,Human Resources,1,Married,10482,9,No,3,4,1,1,3,20,3,1408,2025-02-04
Ricardo Graham,33,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1099,4,Male,2,Healthcare Representative,4,Divorced,7119,4,No,3,3,1,2,3,3,1,1595,
Darryl Terrell,35,Yes,Travel_Rarely,Sales,4,3,Technical Degree,1100,4,Male,3,Sales Executive,1,Single,9582,0,Yes,4,1,0,2,3,8,4,851,2025-10-18
Deanna Clements,33,Yes,Travel_Frequently,Research & Development,29,4,Medical,1101,1,Female,2,Research Scientist,3,Single,4508,1,No,4,2,0,4,3,13,3,1866,2023-09-19
Robert Howard,28,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1102,1,Male,3,Laboratory Technician,3,Divorced,2207,1,No,3,4,1,5,2,4,2,671,
Thomas Anderson,34,No,Travel_Frequently,Research & Development,3,1,Life Sciences,1103,1,Male,3,Healthcare Representative,4,Single,7756,0,No,3,3,0,1,2,6,0,374,
Sarah Miller,37,No,Travel_Rarely,Sales,10,4,Life Sciences,1105,4,Female,2,Sales Executive,4,Divorced,6694,2,Yes,3,3,3,5,3,1,0,363,
Bobby Neal,25,Yes,Travel_Rarely,Research & Development,4,1,Technical Degree,1106,4,Male,3,Laboratory Technician,4,Married,3691,1,Yes,3,2,1,3,4,7,5,1866,2023-03-10
Timothy Travis,26,Yes,Travel_Rarely,Research & Development,21,3,Medical,1107,1,Male,3,Laboratory Technician,3,Divorced,2377,1,No,4,3,1,0,2,1,0,2022,2021-10-12
Brian Shelton,33,Yes,Travel_Rarely,Research & Development,25,3,Medical,1108,1,Male,2,Research Scientist,2,Single,2313,4,Yes,4,2,0,0,3,2,2,374,2023-07-06
John Reynolds,42,Yes,Travel_Rarely,Research & Development,2,2,Medical,1109,4,Male,3,Manager,1,Married,17665,0,No,3,4,1,3,3,22,13,549,2021-02-17
Timothy Roth,28,Yes,Travel_Frequently,Research & Development,1,3,Medical,1111,1,Male,2,Laboratory Technician,2,Divorced,2596,1,No,3,1,2,2,3,1,0,259,2019-09-18
Joseph Clark,50,Yes,Travel_Frequently,Sales,1,4,Other,1113,4,Male,3,Sales Executive,3,Single,4728,3,Yes,3,4,0,4,3,0,0,38,2021-09-18
Angela Parrish,33,No,Travel_Frequently,Sales,7,3,Life Sciences,1114,4,Female,3,Sales Executive,2,Married,4302,0,No,3,3,1,3,3,3,0,1029,
Austin Bailey,34,No,Non-Travel,Research & Development,3,4,Life Sciences,1115,3,Male,2,Research Scientist,4,Married,2979,3,No,3,4,3,2,3,0,0,1288,
Christopher Pratt,48,No,Non-Travel,Research & Development,1,4,Medical,1116,1,Male,4,Manager,4,Single,16885,2,No,4,3,0,3,2,5,2,1520,
Katelyn Brown,45,No,Non-Travel,Sales,9,4,Life Sciences,1117,2,Female,2,Sales Executive,3,Married,5593,1,No,3,4,1,2,3,15,4,1204,
Chris Snyder,52,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1118,2,Male,3,Healthcare Representative,2,Single,10445,7,No,3,4,0,4,3,8,4,809,
Erik Oliver,38,No,Travel_Rarely,Sales,10,4,Marketing,1119,3,Male,2,Sales Executive,3,Divorced,8740,0,Yes,3,2,2,2,3,8,2,597,
Diana Bray,29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1120,3,Female,3,Research Scientist,4,Divorced,2514,4,No,4,1,1,1,3,7,1,226,
Kara Davis,28,No,Travel_Rarely,Research & Development,3,3,Medical,1121,4,Female,3,Manufacturing Director,2,Divorced,7655,0,No,3,2,3,3,2,9,1,1306,
Paul Miller,46,No,Travel_Rarely,Sales,3,1,Marketing,1124,1,Male,3,Manager,3,Married,17465,3,No,3,4,1,3,3,12,4,776,
Christopher Walsh,38,No,Travel_Rarely,Sales,2,2,Marketing,1125,4,Male,3,Sales Executive,2,Single,7351,7,No,3,3,0,2,3,1,0,329,
Erica Moore,43,No,Travel_Frequently,Research & Development,27,3,Life Sciences,1126,3,Female,3,Manufacturing Director,1,Married,10820,8,No,3,3,1,1,3,8,0,1595,
Robert Bennett,39,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1127,1,Male,3,Healthcare Representative,4,Divorced,12169,7,No,3,4,3,4,3,18,11,1866,2023-08-02
John Wilson,40,Yes,Travel_Rarely,Research & Development,14,3,Medical,1128,3,Male,2,Research Director,3,Single,19626,1,No,3,1,0,2,4,20,4,549,2021-06-09
Lynn Thornton,21,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1131,4,Female,2,Research Scientist,2,Single,2070,1,Yes,3,3,0,6,4,2,2,1520,
Aaron Watts,39,No,Non-Travel,Research & Development,9,3,Life Sciences,1132,3,Male,3,Laboratory Technician,2,Single,6782,9,No,3,3,0,2,2,5,0,1307,
Brandon Wells,36,No,Non-Travel,Research & Development,18,4,Life Sciences,1133,1,Male,3,Manufacturing Director,4,Single,7779,2,No,4,1,0,0,3,11,0,1900,
Zachary Singleton,31,No,Travel_Frequently,Sales,20,3,Life Sciences,1135,3,Male,4,Sales Representative,4,Married,2791,0,No,3,1,1,4,3,2,2,363,
Daniel Rodriguez,28,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1136,1,Male,2,Research Scientist,2,Married,3201,0,No,3,1,0,2,1,5,0,1892,
Luke Brady,35,No,Travel_Frequently,Sales,11,2,Marketing,1137,4,Male,3,Sales Executive,4,Divorced,4968,1,No,3,4,1,3,3,5,0,1938,
Gary Martinez,49,No,Travel_Rarely,Sales,8,4,Technical Degree,1138,4,Male,2,Sales Executive,2,Married,13120,6,No,3,2,1,3,3,9,2,158,
Benjamin Medina,34,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1140,4,Male,3,Manufacturing Director,3,Single,4033,2,No,3,4,0,3,2,3,0,664,
Susan Young,29,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1143,4,Female,3,Research Scientist,2,Divorced,3291,0,No,3,4,2,2,2,7,1,1215,
Evan Mclaughlin,42,No,Travel_Rarely,Research & Development,29,3,Medical,1148,2,Male,1,Laboratory Technician,4,Single,4272,4,No,3,1,0,3,3,1,0,905,
Daniel Sims,29,No,Travel_Rarely,Research & Development,8,1,Medical,1150,2,Male,2,Manufacturing Director,4,Married,5056,1,Yes,3,3,1,2,2,10,1,1516,
James Blake,38,No,Travel_Rarely,Human Resources,1,3,Human Resources,1152,3,Male,4,Human Resources,3,Married,2844,1,No,3,4,1,2,4,7,5,1338,
Zachary Ramsey,28,No,Travel_Frequently,Research & Development,6,3,Life Sciences,1154,3,Male,2,Research Scientist,3,Divorced,2703,1,Yes,3,4,1,2,3,3,0,226,
Peter Campbell,18,Yes,Non-Travel,Research & Development,8,1,Medical,1156,3,Male,3,Laboratory Technician,3,Single,1904,1,No,3,4,0,0,3,0,0,1191,2023-02-12
Samantha Deleon,33,Yes,Travel_Rarely,Sales,9,4,Marketing,1157,1,Female,3,Sales Executive,1,Single,8224,0,Yes,3,1,0,3,3,5,0,1045,2023-11-21
Anthony Murphy,41,No,Travel_Rarely,Research & Development,12,4,Life Sciences,1158,2,Male,3,Laboratory Technician,4,Married,4766,3,Yes,3,1,1,4,3,1,0,32,
Andrew Herring,31,Yes,Travel_Frequently,Research & Development,15,3,Medical,1160,3,Male,3,Laboratory Technician,3,Married,2610,1,No,3,3,1,5,2,2,2,820,2023-10-24
Jennifer Carter,37,No,Travel_Rarely,Research & Development,25,2,Medical,1161,3,Female,2,Healthcare Representative,4,Divorced,5731,7,No,3,3,2,2,3,6,1,2022,
Steven Carroll,27,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1162,4,Male,2,Research Scientist,3,Married,2539,1,No,3,3,1,0,3,4,2,1116,
Melissa Howell,34,No,Travel_Rarely,Sales,9,1,Life Sciences,1163,2,Female,3,Sales Executive,3,Married,5714,1,No,4,1,0,3,2,6,1,329,
Gregory Williams,35,No,Travel_Rarely,Human Resources,8,4,Technical Degree,1164,3,Male,3,Human Resources,3,Single,4323,1,No,3,2,0,2,1,5,1,1352,
Jennifer Horn,29,Yes,Travel_Rarely,Sales,23,1,Life Sciences,1165,4,Female,2,Sales Executive,1,Married,7336,1,No,3,1,1,3,1,11,3,1124,2020-01-12
Lisa Maxwell,40,No,Travel_Frequently,Research & Development,9,4,Medical,1166,2,Female,3,Research Director,3,Single,13499,9,No,3,3,0,3,2,18,2,1334,
Johnny Williams,42,Yes,Travel_Frequently,Sales,12,3,Life Sciences,1167,3,Male,3,Sales Executive,1,Single,13758,0,Yes,3,2,0,2,2,21,13,1527,2021-11-06
Benjamin Horne,42,No,Travel_Rarely,Sales,4,4,Marketing,1171,2,Male,3,Sales Executive,1,Single,5155,7,No,3,4,0,3,4,6,1,473,
Shawn Cox,35,No,Travel_Rarely,Research & Development,1,4,Medical,1172,4,Male,2,Laboratory Technician,3,Married,2258,6,No,3,2,1,2,3,8,1,905,
Steven Rogers,24,No,Travel_Rarely,Research & Development,24,3,Medical,1173,4,Male,3,Laboratory Technician,2,Single,3597,8,No,4,4,0,2,3,4,1,376,
Samantha Gray,28,Yes,Travel_Rarely,Research & Development,12,1,Life Sciences,1175,3,Female,3,Laboratory Technician,4,Married,2515,1,Yes,3,4,0,4,2,1,0,1665,2025-12-16
Michael Johnson,26,No,Travel_Rarely,Research & Development,3,4,Medical,1177,1,Male,4,Laboratory Technician,4,Married,4420,1,No,4,2,1,2,3,8,0,1201,
Dakota Marshall,30,No,Travel_Rarely,Sales,10,3,Marketing,1179,3,Male,2,Sales Executive,3,Married,6578,1,No,3,1,1,3,3,10,1,981,
Jamie Foster,40,No,Travel_Frequently,Research & Development,26,2,Medical,1180,3,Female,2,Research Scientist,4,Married,4422,3,Yes,3,4,1,3,1,1,0,1321,
Wyatt Ferguson,35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1182,3,Male,2,Manufacturing Director,2,Divorced,10274,2,No,3,2,1,2,4,7,6,1900,
Christopher Lewis,34,No,Travel_Frequently,Research & Development,1,3,Medical,1184,4,Male,2,Healthcare Representative,1,Single,5343,0,No,4,3,0,3,3,13,4,1215,
Christopher Sanchez,35,Yes,Travel_Frequently,Research & Development,4,4,Other,1185,4,Male,2,Laboratory Technician,4,Married,2376,1,No,3,2,1,2,4,2,2,1866,2021-03-03
Madison Roberts,43,Yes,Travel_Rarely,Sales,9,3,Marketing,1188,1,Female,1,Sales Executive,3,Single,5346,8,No,3,2,0,2,2,4,1,1578,2025-01-10
Grace Caldwell,32,No,Non-Travel,Sales,2,1,Life Sciences,1190,3,Female,3,Sales Representative,1,Divorced,2827,1,No,3,3,3,3,3,1,0,1527,
Ashley Jones,56,No,Travel_Rarely,Research & Development,4,4,Technical Degree,1191,4,Female,3,Manager,1,Divorced,19943,4,No,3,4,1,2,3,5,4,905,
Laura Abbott,29,No,Travel_Rarely,Research & Development,6,1,Medical,1192,2,Female,3,Laboratory Technician,4,Married,3131,1,No,3,1,1,5,3,10,0,2022,
Marcus Johnson,19,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1193,3,Male,3,Research Scientist,1,Single,2552,1,No,4,3,0,4,3,1,0,1665,
Amber Mooney,45,No,Travel_Rarely,Research & Development,7,3,Medical,1195,1,Female,3,Research Scientist,3,Married,4477,4,Yes,3,3,1,2,2,3,0,1306,
Laura Romero,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1196,4,Female,2,Manufacturing Director,4,Married,6474,1,No,3,2,1,2,2,14,3,531,
Todd Gutierrez,20,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1198,1,Male,2,Laboratory Technician,3,Single,3033,1,No,3,1,0,2,2,2,1,569,
Matthew Estrada,44,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1200,3,Male,3,Research Scientist,3,Single,2936,1,Yes,3,3,0,4,3,6,0,444,2023-04-02
Janet Bell,53,No,Travel_Rarely,Research & Development,7,2,Medical,1201,4,Female,3,Manager,3,Divorced,18606,3,No,3,2,1,6,3,7,4,2031,
Ashley Bailey,29,No,Travel_Rarely,Research & Development,15,1,Life Sciences,1202,2,Female,1,Research Scientist,4,Married,2168,0,Yes,3,1,1,2,2,5,1,253,
Caleb Lowe,22,Yes,Travel_Frequently,Research & Development,3,4,Life Sciences,1203,3,Male,2,Research Scientist,4,Married,2853,0,Yes,3,2,1,5,3,0,0,531,2023-05-17
Tracey Schultz,46,No,Travel_Rarely,Sales,2,3,Marketing,1204,3,Female,3,Manager,1,Married,17048,8,No,4,1,0,2,3,26,15,1282,
Brandon Adams,44,No,Non-Travel,Research & Development,17,3,Life Sciences,1206,4,Male,1,Research Scientist,3,Single,2290,2,No,3,4,0,3,3,0,0,444,
Steven Choi,33,No,Travel_Rarely,Human Resources,2,3,Human Resources,1207,2,Male,3,Human Resources,3,Married,3600,1,No,3,4,1,2,3,5,1,1408,
Matthew Johnson,41,Yes,Non-Travel,Research & Development,5,2,Life Sciences,1210,1,Male,2,Research Scientist,1,Divorced,2107,6,No,3,1,1,2,1,1,0,1288,2023-09-16
Jason Allen,30,No,Travel_Rarely,Sales,29,4,Life Sciences,1211,3,Male,3,Sales Executive,1,Divorced,4115,8,No,3,3,3,3,3,4,0,1204,
Derek Jensen,40,No,Travel_Frequently,Sales,2,4,Medical,1212,2,Male,3,Sales Executive,2,Married,4327,5,No,3,4,3,2,3,0,0,1045,
Jillian Marquez,50,No,Travel_Frequently,Research & Development,2,3,Medical,1215,4,Female,3,Manager,1,Married,17856,2,No,4,3,1,3,3,2,2,84,
Cameron Baker,28,No,Travel_Rarely,Research & Development,19,4,Medical,1216,4,Male,2,Laboratory Technician,1,Married,3196,1,No,3,3,3,2,3,6,3,1116,
Benjamin English,46,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1217,4,Male,3,Research Director,2,Married,19081,5,No,3,1,1,2,3,4,0,569,
Joshua Dunn,35,No,Travel_Rarely,Sales,17,4,Life Sciences,1218,3,Male,3,Sales Executive,1,Married,8966,3,Yes,3,4,3,2,3,7,1,568,
Lori Walker,24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,1219,4,Female,3,Laboratory Technician,2,Married,2210,1,No,3,1,1,3,1,1,0,1116,2023-11-07
Kaylee Stanley,33,No,Travel_Frequently,Sales,25,3,Medical,1220,2,Female,3,Sales Executive,3,Married,4539,1,No,3,1,1,3,2,10,0,613,
Steven Cooper,36,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1221,3,Male,1,Laboratory Technician,3,Divorced,2741,1,No,3,3,1,4,3,7,1,664,
Victor Smith,30,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1224,3,Male,3,Laboratory Technician,3,Divorced,3491,1,No,3,1,3,4,2,10,8,1900,
Shaun Lowe,44,No,Travel_Rarely,Research & Development,29,4,Other,1225,4,Male,3,Research Scientist,4,Single,4541,1,No,4,2,0,3,3,20,13,505,
Nicholas Thompson,20,No,Travel_Rarely,Sales,21,3,Marketing,1226,3,Male,4,Sales Representative,4,Single,2678,1,No,3,4,0,2,3,2,2,1045,
Nicholas Taylor,46,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1228,4,Male,3,Manufacturing Director,4,Divorced,7379,2,No,3,3,1,3,2,6,1,531,
Scott Carlson,42,No,Non-Travel,Human Resources,2,5,Medical,1231,4,Male,4,Human Resources,1,Married,6272,7,No,3,1,1,3,4,4,0,1625,
Matthew Ibarra,60,Yes,Travel_Rarely,Sales,7,4,Marketing,1233,2,Male,4,Sales Executive,4,Divorced,5220,0,Yes,3,2,1,3,3,11,1,981,2023-01-28
Susan Zimmerman,32,No,Travel_Frequently,Research & Development,13,3,Other,1234,3,Female,2,Laboratory Technician,2,Married,2743,1,No,4,3,1,2,3,2,2,1256,
Pamela Aguilar,32,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1235,4,Female,3,Research Scientist,3,Single,4998,4,Yes,3,4,0,2,3,8,0,32,
Jacqueline Murphy,36,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1237,3,Female,1,Manufacturing Director,1,Divorced,10252,2,Yes,4,3,1,2,3,7,7,1201,
Richard Blankenship,33,No,Travel_Rarely,Research & Development,9,3,Medical,1238,1,Male,3,Research Scientist,4,Married,2781,0,No,3,2,1,5,3,14,4,381,
Jenny Oliver,40,No,Travel_Rarely,Sales,10,3,Technical Degree,1239,2,Female,2,Sales Executive,2,Divorced,6852,7,No,3,2,1,2,4,5,1,327,
Christopher Gibson,25,No,Travel_Rarely,Sales,10,4,Life Sciences,1240,3,Male,3,Sales Executive,4,Single,4950,0,No,3,2,0,4,3,4,1,776,
Gary Ramirez,30,No,Travel_Rarely,Research & Development,1,3,Medical,1241,4,Male,3,Research Scientist,2,Married,3579,0,Yes,4,1,1,2,3,11,5,1665,
Linda Peters,42,No,Travel_Frequently,Research & Development,26,5,Medical,1242,1,Female,3,Research Director,1,Married,13191,3,Yes,3,3,0,6,3,1,0,820,
Meghan Bates,35,No,Non-Travel,Sales,8,2,Marketing,1243,3,Female,2,Sales Executive,4,Married,10377,4,Yes,3,2,1,6,2,13,4,1591,
Kevin Hardin,27,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1244,1,Male,3,Research Scientist,1,Married,2235,1,Yes,3,4,2,3,2,9,6,1256,
Carly Cohen,54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,1245,4,Female,3,Manufacturing Director,3,Divorced,10502,7,No,3,1,1,2,1,5,1,1786,
Katie Garcia,44,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1246,1,Female,4,Research Scientist,4,Married,2011,1,No,3,4,1,5,3,10,7,444,
Dawn Griffith,19,Yes,Non-Travel,Research & Development,10,3,Medical,1248,1,Female,2,Research Scientist,2,Single,1859,1,Yes,4,2,0,2,4,1,0,1595,2021-05-04
Ashley Lawson,29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1249,1,Female,3,Research Scientist,4,Divorced,3760,1,No,3,1,3,5,3,3,1,1109,
Tyler Hernandez,54,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1250,4,Male,3,Research Director,4,Married,17779,3,No,3,1,0,2,3,10,0,1336,
Greg Ellison,31,No,Travel_Rarely,Research & Development,11,2,Medical,1251,3,Male,3,Healthcare Representative,1,Married,6833,1,Yes,3,4,0,2,2,6,0,1644,
